# X   Y
 3.00 5.00
 5.00 5.00
 4.00 5.00
 5.00 3.50
 14.00 3.50
 6.00 4.50
 21.00 3.50
 4.00 5.00
 14.00 5.00
 10.00 3.50
 4.00 4.50
 5.00 4.00
 3.00 3.00
 55.00 4.00
 7.00 4.50
 11.00 4.00
 12.00 5.00
 23.00 4.00
 15.00 4.00
 8.00 4.50
 4.00 5.00
 11.00 3.00
 42.00 3.50
 3.00 2.50
 5.00 3.50
 54.00 4.50
 85.00 3.00
 15.00 4.00
 5.00 3.50
 9.00 3.00
 5.00 5.00
 10.00 3.50
 4.00 5.00
 9.00 3.00
 5.00 4.00
 3.00 5.00
 27.00 4.00
 15.00 4.50
 17.00 4.50
 3.00 4.50
 3.00 4.50
 11.00 2.50
 38.00 4.00
 3.00 3.50
 3.00 3.50
 5.00 4.50
 6.00 4.00
 52.00 3.50
 3.00 4.50
 106.00 4.00
 20.00 3.50
 4.00 4.00
 6.00 3.00
 5.00 3.00
 8.00 4.50
 3.00 2.50
 3.00 5.00
 3.00 4.50
 4.00 3.50
 3.00 3.00
 3.00 3.50
 49.00 4.00
 580.00 4.50
 5.00 5.00
 7.00 2.00
 4.00 2.00
 4.00 2.50
 4.00 2.50
 5.00 4.00
 4.00 4.00
 4.00 2.50
 54.00 3.50
 4.00 4.00
 4.00 5.00
 69.00 3.50
 24.00 3.50
 5.00 2.00
 8.00 2.50
 8.00 4.00
 13.00 3.50
 9.00 2.50
 22.00 3.50
 3.00 2.50
 3.00 3.50
 3.00 4.00
 10.00 4.50
 15.00 3.50
 47.00 4.00
 4.00 5.00
 4.00 3.50
 19.00 4.00
 3.00 5.00
 3.00 3.50
 7.00 4.00
 17.00 3.00
 70.00 3.00
 4.00 3.00
 11.00 4.00
 6.00 5.00
 4.00 5.00
 4.00 2.50
 6.00 4.50
 18.00 2.50
 4.00 5.00
 58.00 3.50
 6.00 4.00
 11.00 4.50
 549.00 4.00
 4.00 2.50
 6.00 2.00
 5.00 3.00
 4.00 3.50
 8.00 4.50
 9.00 2.50
 6.00 3.00
 28.00 3.50
 3.00 4.50
 4.00 3.50
 13.00 4.00
 108.00 3.50
 32.00 3.00
 7.00 4.00
 67.00 4.50
 11.00 3.00
 6.00 3.50
 7.00 4.50
 3.00 5.00
 30.00 3.50
 9.00 4.50
 5.00 5.00
 3.00 5.00
 3.00 4.50
 3.00 5.00
 39.00 3.00
 31.00 3.00
 3.00 2.50
 6.00 3.00
 326.00 4.00
 5.00 5.00
 4.00 4.00
 16.00 3.00
 7.00 3.50
 5.00 2.50
 3.00 4.50
 12.00 2.00
 40.00 4.00
 19.00 4.50
 121.00 3.50
 3.00 4.00
 4.00 5.00
 37.00 3.50
 3.00 4.00
 3.00 5.00
 5.00 4.50
 15.00 4.00
 3.00 4.50
 3.00 1.00
 21.00 3.50
 3.00 4.50
 9.00 4.00
 3.00 3.50
 9.00 5.00
 3.00 5.00
 4.00 3.50
 12.00 4.00
 3.00 3.50
 3.00 4.50
 7.00 3.00
 4.00 2.50
 4.00 3.50
 4.00 4.50
 89.00 4.00
 81.00 4.00
 3.00 4.00
 4.00 4.00
